O*NET-SOC Code,Title,original,narrow,narrow_weight_share,narrow_delta,broad,broad_weight_share,broad_delta,soc6
43-3011.00,Bill and Account Collectors,0.6643,0.6643,0.0,0.0,0.6643,0.0,0.0,43-3011
15-1241.00,Computer Network Architects,0.664,0.664,0.0,0.0,0.664,0.0,0.0,15-1241
11-9121.00,Natural Sciences Managers,0.6639,0.6639,0.0,0.0,0.6639,0.0,0.0,11-9121
17-2199.03,"Energy Engineers, Except Wind and Solar",0.663,0.663,0.0,0.0,0.663,0.0,0.0,17-2199
41-2021.00,Counter and Rental Clerks,0.6621,0.6568,0.053231818091389334,-0.005299999999999971,0.6568,0.053231818091389334,-0.005299999999999971,41-2021
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.6619,0.6619,0.0,0.0,0.6073,0.12473645553049248,-0.05460000000000009,43-6014
11-3051.01,Quality Control Systems Managers,0.6618,0.6618,0.0,0.0,0.6618,0.0,0.0,11-3051
19-1031.00,Conservation Scientists,0.6616,0.6574,0.041911058176340214,-0.0041999999999999815,0.6574,0.041911058176340214,-0.0041999999999999815,19-1031
17-1011.00,"Architects, Except Landscape and Naval",0.6615,0.6615,0.0,0.0,0.6615,0.0,0.0,17-1011
25-1113.00,"Social Work Teachers, Postsecondary",0.6614,0.6614,0.0,0.0,0.6614,0.0,0.0,25-1113
17-2199.09,Nanosystems Engineers,0.6608,0.6608,0.0,0.0,0.6498,0.05474930512181939,-0.01100000000000001,17-2199
15-1299.09,Information Technology Project Managers,0.6599,0.6599,0.0,0.0,0.6599,0.0,0.0,15-1299
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",0.6597,0.6597,0.0,0.0,0.6597,0.0,0.0,25-1072
29-9092.00,Genetic Counselors,0.6595,0.6595,0.0,0.0,0.6595,0.0,0.0,29-9092
19-1012.00,Food Scientists and Technologists,0.659,0.659,0.0,0.0,0.659,0.0,0.0,19-1012
17-1022.00,Surveyors,0.658,0.6529,0.03391081544126996,-0.005099999999999993,0.6529,0.03391081544126996,-0.005099999999999993,17-1022
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,0.6578,0.6578,0.0,0.0,0.6578,0.0,0.0,43-1011
19-1029.02,Molecular and Cellular Biologists,0.6577,0.6577,0.0,0.0,0.6481,0.04789206748950151,-0.009599999999999942,19-1029
25-3041.00,Tutors,0.6573,0.6573,0.0,0.0,0.6573,0.0,0.0,25-3041
19-2032.00,Materials Scientists,0.657,0.657,0.0,0.0,0.657,0.0,0.0,19-2032
17-2061.00,Computer Hardware Engineers,0.656,0.6538,0.04315092614539023,-0.0021999999999999797,0.6538,0.04315092614539023,-0.0021999999999999797,17-2061
17-2141.00,Mechanical Engineers,0.6559,0.6466,0.026648413504640946,-0.009300000000000086,0.6466,0.026648413504640946,-0.009300000000000086,17-2141
15-2011.00,Actuaries,0.6558,0.6558,0.0,0.0,0.6558,0.0,0.0,15-2011
19-4099.03,Remote Sensing Technicians,0.6552,0.6343,0.18127347775456376,-0.02090000000000003,0.6343,0.18127347775456376,-0.02090000000000003,19-4099
19-3091.00,Anthropologists and Archeologists,0.6547,0.6395,0.07098239311741354,-0.015199999999999991,0.6395,0.07098239311741354,-0.015199999999999991,19-3091
11-3131.00,Training and Development Managers,0.6545,0.6545,0.0,0.0,0.6545,0.0,0.0,11-3131
43-3041.00,Gambling Cage Workers,0.6534,0.6282,0.21016503678233978,-0.0252,0.6282,0.21016503678233978,-0.0252,43-3041
25-1042.00,"Biological Science Teachers, Postsecondary",0.6527,0.6498,0.02844715636194571,-0.0028999999999999027,0.6498,0.02844715636194571,-0.0028999999999999027,25-1042
17-3027.00,Mechanical Engineering Technologists and Technicians,0.6526,0.6423,0.07906441008850382,-0.010299999999999976,0.6423,0.07906441008850382,-0.010299999999999976,17-3027
25-1054.00,"Physics Teachers, Postsecondary",0.6519,0.6519,0.0,0.0,0.6519,0.0,0.0,25-1054
11-3071.04,Supply Chain Managers,0.6516,0.6516,0.0,0.0,0.6516,0.0,0.0,11-3071
13-1082.00,Project Management Specialists,0.6512,0.6512,0.0,0.0,0.6512,0.0,0.0,13-1082
11-3051.00,Industrial Production Managers,0.6509,0.6509,0.0,0.0,0.6509,0.0,0.0,11-3051
19-1042.00,"Medical Scientists, Except Epidemiologists",0.648,0.648,0.0,0.0,0.6352,0.063974199548132,-0.012800000000000034,19-1042
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.6474,0.6474,0.0,0.0,0.6474,0.0,0.0,17-2151
13-1041.01,Environmental Compliance Inspectors,0.6474,0.6329,0.044601525912810774,-0.014499999999999957,0.6329,0.044601525912810774,-0.014499999999999957,13-1041
19-2011.00,Astronomers,0.6472,0.6472,0.0,0.0,0.6472,0.0,0.0,19-2011
19-1023.00,Zoologists and Wildlife Biologists,0.6469,0.6339,0.048390908167338105,-0.013000000000000012,0.6339,0.048390908167338105,-0.013000000000000012,19-1023
11-9199.09,Wind Energy Operations Managers,0.6468,0.6468,0.0,0.0,0.6468,0.0,0.0,11-9199
19-3034.00,School Psychologists,0.6466,0.6466,0.0,0.0,0.6466,0.0,0.0,19-3034
17-2051.01,Transportation Engineers,0.6465,0.6465,0.0,0.0,0.6465,0.0,0.0,17-2051
29-1229.05,Preventive Medicine Physicians,0.6462,0.6462,0.0,0.0,0.6462,0.0,0.0,29-1229
17-2111.02,Fire-Prevention and Protection Engineers,0.6459,0.6459,0.0,0.0,0.6459,0.0,0.0,17-2111
19-1031.02,Range Managers,0.6452,0.6452,0.0,0.0,0.6452,0.0,0.0,19-1031
43-4071.00,File Clerks,0.6451,0.6386,0.12958669499203587,-0.006500000000000061,0.5842,0.249411330526252,-0.060899999999999954,43-4071
19-3032.00,Industrial-Organizational Psychologists,0.6446,0.6446,0.0,0.0,0.6446,0.0,0.0,19-3032
13-1041.03,Equal Opportunity Representatives and Officers,0.6445,0.6445,0.0,0.0,0.6445,0.0,0.0,13-1041
39-1022.00,First-Line Supervisors of Personal Service Workers,0.643,0.643,0.0,0.0,0.643,0.0,0.0,39-1022
11-9111.00,Medical and Health Services Managers,0.6427,0.6427,0.0,0.0,0.6427,0.0,0.0,11-9111
17-2081.00,Environmental Engineers,0.6426,0.6392,0.019634960239287687,-0.0033999999999999586,0.6392,0.019634960239287687,-0.0033999999999999586,17-2081
11-9021.00,Construction Managers,0.6419,0.6419,0.0,0.0,0.6419,0.0,0.0,11-9021
17-3026.00,Industrial Engineering Technologists and Technicians,0.6408,0.6237,0.06531475762274022,-0.017100000000000004,0.6188,0.09797213643411033,-0.02200000000000002,17-3026
13-1041.06,Coroners,0.6398,0.6398,0.0,0.0,0.6398,0.0,0.0,13-1041
25-1052.00,"Chemistry Teachers, Postsecondary",0.6396,0.6383,0.026165695253955037,-0.0012999999999999678,0.6383,0.026165695253955037,-0.0012999999999999678,25-1052
17-2121.00,Marine Engineers and Naval Architects,0.6391,0.6391,0.0,0.0,0.6391,0.0,0.0,17-2121
19-3092.00,Geographers,0.6388,0.5745,0.24473946705932645,-0.06430000000000002,0.5745,0.24473946705932645,-0.06430000000000002,19-3092
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",0.638,0.638,0.0,0.0,0.638,0.0,0.0,11-9031
11-9051.00,Food Service Managers,0.6379,0.6379,0.0,0.0,0.6379,0.0,0.0,11-9051
27-1011.00,Art Directors,0.6378,0.6378,0.0,0.0,0.6378,0.0,0.0,27-1011
17-2072.01,Radio Frequency Identification Device Specialists,0.6378,0.6288,0.04937541102445374,-0.009000000000000008,0.6288,0.04937541102445374,-0.009000000000000008,17-2072
11-1011.00,Chief Executives,0.6373,0.6373,0.0,0.0,0.6373,0.0,0.0,11-1011
19-1021.00,Biochemists and Biophysicists,0.637,0.6302,0.09415896065638973,-0.006800000000000028,0.6302,0.09415896065638973,-0.006800000000000028,19-1021
11-2032.00,Public Relations Managers,0.6358,0.6358,0.0,0.0,0.6125,0.05,-0.023299999999999987,11-2032
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.6356,0.6356,0.0,0.0,0.6356,0.0,0.0,23-1022
27-2012.00,Producers and Directors,0.6351,0.6351,0.0,0.0,0.6351,0.0,0.0,27-2012
17-2071.00,Electrical Engineers,0.6351,0.6351,0.0,0.0,0.6351,0.0,0.0,17-2071
43-4111.00,"Interviewers, Except Eligibility and Loan",0.6347,0.6347,0.0,0.0,0.6347,0.0,0.0,43-4111
29-2099.08,Patient Representatives,0.6343,0.6343,0.0,0.0,0.6343,0.0,0.0,29-2099
19-2043.00,Hydrologists,0.6342,0.6228,0.09092948028351161,-0.011399999999999966,0.6228,0.09092948028351161,-0.011399999999999966,19-2043
11-1031.00,Legislators,0.6342,0.6342,0.0,0.0,0.6342,0.0,0.0,11-1031
25-1021.00,"Computer Science Teachers, Postsecondary",0.6341,0.6341,0.0,0.0,0.6341,0.0,0.0,25-1021
17-2171.00,Petroleum Engineers,0.6333,0.6306,0.0272382722089974,-0.0026999999999999247,0.6306,0.0272382722089974,-0.0026999999999999247,17-2171
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,0.6329,0.6329,0.0,0.0,0.6119,0.058239018332889886,-0.02100000000000002,27-3011
13-1199.07,Security Management Specialists,0.6327,0.6259,0.025771320229560732,-0.006800000000000028,0.6259,0.025771320229560732,-0.006800000000000028,13-1199
19-1031.03,Park Naturalists,0.6321,0.6188,0.052843227112701306,-0.013299999999999979,0.6188,0.052843227112701306,-0.013299999999999979,19-1031
11-3013.01,Security Managers,0.6317,0.6317,0.0,0.0,0.6317,0.0,0.0,11-3013
11-9151.00,Social and Community Service Managers,0.6306,0.6306,0.0,0.0,0.6306,0.0,0.0,11-9151
25-2059.01,Adapted Physical Education Specialists,0.6303,0.6303,0.0,0.0,0.6303,0.0,0.0,25-2059
53-1042.01,Recycling Coordinators,0.6303,0.6303,0.0,0.0,0.6208,0.06307951893723988,-0.009499999999999953,53-1042
11-9032.00,"Education Administrators, Kindergarten through Secondary",0.6297,0.6297,0.0,0.0,0.6297,0.0,0.0,11-9032
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",0.6295,0.6281,0.027780632598304288,-0.0013999999999999568,0.6281,0.027780632598304288,-0.0013999999999999568,25-1121
11-9171.00,Funeral Home Managers,0.6283,0.6018,0.04960886056386738,-0.026499999999999968,0.6018,0.04960886056386738,-0.026499999999999968,11-9171
11-3071.00,"Transportation, Storage, and Distribution Managers",0.6281,0.6281,0.0,0.0,0.6281,0.0,0.0,11-3071
11-3121.00,Human Resources Managers,0.6281,0.6281,0.0,0.0,0.6281,0.0,0.0,11-3121
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.6279,0.6261,0.03636003432734005,-0.0018000000000000238,0.6261,0.03636003432734005,-0.0018000000000000238,25-3011
17-2021.00,Agricultural Engineers,0.6264,0.6264,0.0,0.0,0.6264,0.0,0.0,17-2021
43-4171.00,Receptionists and Information Clerks,0.6245,0.6218,0.054534962269814774,-0.0027000000000000357,0.6218,0.054534962269814774,-0.0027000000000000357,43-4171
11-9041.00,Architectural and Engineering Managers,0.6245,0.6245,0.0,0.0,0.6245,0.0,0.0,11-9041
17-1012.00,Landscape Architects,0.6239,0.6239,0.0,0.0,0.6239,0.0,0.0,17-1012
41-9012.00,Models,0.6238,0.6155,0.14663391834560466,-0.008299999999999974,0.6155,0.14663391834560466,-0.008299999999999974,41-9012
27-1014.00,Special Effects Artists and Animators,0.6237,0.6188,0.05846156421763868,-0.0049000000000000155,0.6188,0.05846156421763868,-0.0049000000000000155,27-1014
27-1025.00,Interior Designers,0.6226,0.6226,0.0,0.0,0.6226,0.0,0.0,27-1025
21-2021.00,"Directors, Religious Activities and Education",0.6224,0.6224,0.0,0.0,0.6224,0.0,0.0,21-2021
17-2112.02,Validation Engineers,0.622,0.6176,0.044018984827726315,-0.0043999999999999595,0.6176,0.044018984827726315,-0.0043999999999999595,17-2112
11-1021.00,General and Operations Managers,0.6219,0.6219,0.0,0.0,0.6219,0.0,0.0,11-1021
23-1011.00,Lawyers,0.6211,0.6211,0.0,0.0,0.6211,0.0,0.0,23-1011
53-1044.00,First-Line Supervisors of Passenger Attendants,0.6211,0.6211,0.0,0.0,0.6211,0.0,0.0,53-1044
43-9061.00,"Office Clerks, General",0.6207,0.6207,0.0,0.0,0.588,0.08168978562742761,-0.03270000000000006,43-9061
19-3039.02,Neuropsychologists,0.6193,0.6193,0.0,0.0,0.6193,0.0,0.0,19-3039
11-9033.00,"Education Administrators, Postsecondary",0.6186,0.6186,0.0,0.0,0.6186,0.0,0.0,11-9033
33-3021.06,Intelligence Analysts,0.6184,0.6184,0.0,0.0,0.5919,0.06577700273402108,-0.026499999999999968,33-3021
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",0.6184,0.6184,0.0,0.0,0.6184,0.0,0.0,39-1014
25-1194.00,"Career/Technical Education Teachers, Postsecondary",0.618,0.618,0.0,0.0,0.618,0.0,0.0,25-1194
11-9141.00,"Property, Real Estate, and Community Association Managers",0.6175,0.6175,0.0,0.0,0.6175,0.0,0.0,11-9141
11-9131.00,Postmasters and Mail Superintendents,0.6169,0.6169,0.0,0.0,0.6169,0.0,0.0,11-9131
11-9179.01,Fitness and Wellness Coordinators,0.6161,0.6161,0.0,0.0,0.6161,0.0,0.0,11-9179
13-1121.00,"Meeting, Convention, and Event Planners",0.6156,0.6156,0.0,0.0,0.6156,0.0,0.0,13-1121
25-3021.00,Self-Enrichment Teachers,0.6147,0.6126,0.043147003894841184,-0.0020999999999999908,0.6126,0.043147003894841184,-0.0020999999999999908,25-3021
29-1031.00,Dietitians and Nutritionists,0.6133,0.6133,0.0,0.0,0.6133,0.0,0.0,29-1031
27-2012.03,Media Programming Directors,0.613,0.613,0.0,0.0,0.5842,0.08880646441033964,-0.028799999999999937,27-2012
27-1021.00,Commercial and Industrial Designers,0.6129,0.6105,0.04769472597559775,-0.0023999999999999577,0.6105,0.04769472597559775,-0.0023999999999999577,27-1021
17-2051.00,Civil Engineers,0.6124,0.6124,0.0,0.0,0.6124,0.0,0.0,17-2051
29-1222.00,"Physicians, Pathologists",0.6118,0.6087,0.03166400123707458,-0.0030999999999999917,0.5815,0.10942369760252947,-0.030299999999999994,29-1222
11-3051.06,Hydroelectric Production Managers,0.6106,0.6106,0.0,0.0,0.6037,0.03486768986693133,-0.006900000000000017,11-3051
25-4031.00,Library Technicians,0.608,0.603,0.07548512671948852,-0.0050000000000000044,0.5963,0.09452325439383759,-0.011699999999999933,25-4031
33-9021.00,Private Detectives and Investigators,0.6072,0.6072,0.0,0.0,0.6072,0.0,0.0,33-9021
25-4011.00,Archivists,0.6067,0.5987,0.08020922725464982,-0.008000000000000007,0.5987,0.08020922725464982,-0.008000000000000007,25-4011
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",0.6051,0.6032,0.03812738399781103,-0.0019000000000000128,0.6032,0.03812738399781103,-0.0019000000000000128,25-2031
25-4012.00,Curators,0.6044,0.5693,0.09351091666473468,-0.03510000000000002,0.5693,0.09351091666473468,-0.03510000000000002,25-4012
17-2131.00,Materials Engineers,0.6036,0.6014,0.04541998697228012,-0.0021999999999999797,0.6014,0.04541998697228012,-0.0021999999999999797,17-2131
13-1081.00,Logisticians,0.6032,0.6032,0.0,0.0,0.6032,0.0,0.0,13-1081
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.603,0.5724,0.21015129773061528,-0.03059999999999996,0.5661,0.24144358290440934,-0.03689999999999993,19-4043
19-4099.01,Quality Control Analysts,0.6027,0.5953,0.049220218772527614,-0.007399999999999962,0.5953,0.049220218772527614,-0.007399999999999962,19-4099
41-2031.00,Retail Salespersons,0.6026,0.589,0.17307170671595257,-0.013600000000000056,0.589,0.17307170671595257,-0.013600000000000056,41-2031
29-1051.00,Pharmacists,0.6025,0.5947,0.07783541865575407,-0.007800000000000029,0.5947,0.07783541865575407,-0.007800000000000029,29-1051
11-9199.08,Loss Prevention Managers,0.6024,0.6024,0.0,0.0,0.6024,0.0,0.0,11-9199
23-1023.00,"Judges, Magistrate Judges, and Magistrates",0.6022,0.6022,0.0,0.0,0.6022,0.0,0.0,23-1023
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.6022,0.5927,0.10902703732745282,-0.009499999999999953,0.5927,0.10902703732745282,-0.009499999999999953,41-9091
25-2032.00,"Career/Technical Education Teachers, Secondary School",0.6008,0.599,0.0356900966510274,-0.0018000000000000238,0.599,0.0356900966510274,-0.0018000000000000238,25-2032
41-1011.00,First-Line Supervisors of Retail Sales Workers,0.6006,0.5722,0.09222085425029598,-0.02839999999999998,0.5722,0.09222085425029598,-0.02839999999999998,41-1011
19-1032.00,Foresters,0.6006,0.5987,0.03699169345662325,-0.0019000000000000128,0.5987,0.03699169345662325,-0.0019000000000000128,19-1032
25-2023.00,"Career/Technical Education Teachers, Middle School",0.6004,0.5986,0.036251784879085376,-0.0018000000000000238,0.5986,0.036251784879085376,-0.0018000000000000238,25-2023
43-5041.00,"Meter Readers, Utilities",0.6001,0.5897,0.06890021688885375,-0.010399999999999965,0.5743,0.172115937751573,-0.025799999999999934,43-5041
21-1091.00,Health Education Specialists,0.5981,0.5981,0.0,0.0,0.5981,0.0,0.0,21-1091
27-4014.00,Sound Engineering Technicians,0.5971,0.5942,0.05888781834653935,-0.0029000000000000137,0.4433,0.4568803117674973,-0.15379999999999994,27-4014
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",0.5969,0.5951,0.03531747907900336,-0.0018000000000000238,0.5838,0.06044375018307553,-0.0131,11-9072
25-2055.00,"Special Education Teachers, Kindergarten",0.5967,0.5933,0.06666666666666667,-0.0033999999999999586,0.5933,0.06666666666666667,-0.0033999999999999586,25-2055
11-2022.00,Sales Managers,0.5958,0.5958,0.0,0.0,0.5958,0.0,0.0,11-2022
27-1022.00,Fashion Designers,0.5951,0.5921,0.059252137221182194,-0.0030000000000000027,0.5921,0.059252137221182194,-0.0030000000000000027,27-1022
13-1075.00,Labor Relations Specialists,0.5941,0.5941,0.0,0.0,0.5941,0.0,0.0,13-1075
29-1229.02,Hospitalists,0.5934,0.5934,0.0,0.0,0.5934,0.0,0.0,29-1229
25-2058.00,"Special Education Teachers, Secondary School",0.593,0.5914,0.032085030910997944,-0.0015999999999999348,0.5914,0.032085030910997944,-0.0015999999999999348,25-2058
41-2022.00,Parts Salespersons,0.5923,0.5818,0.16043143334533583,-0.010500000000000065,0.5818,0.16043143334533583,-0.010500000000000065,41-2022
27-2091.00,"Disc Jockeys, Except Radio",0.5908,0.5882,0.05263157894736842,-0.0026000000000000467,0.5513,0.15789473684210525,-0.03949999999999998,27-2091
29-1223.00,Psychiatrists,0.5902,0.5902,0.0,0.0,0.5902,0.0,0.0,29-1223
11-3051.02,Geothermal Production Managers,0.5902,0.5902,0.0,0.0,0.5902,0.0,0.0,11-3051
53-4031.00,Railroad Conductors and Yardmasters,0.5899,0.5899,0.0,0.0,0.5826,0.04864038817131176,-0.007299999999999973,53-4031
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.5888,0.5888,0.0,0.0,0.5888,0.0,0.0,13-1011
25-2057.00,"Special Education Teachers, Middle School",0.5871,0.5844,0.05270189461153962,-0.0026999999999999247,0.5844,0.05270189461153962,-0.0026999999999999247,25-2057
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,0.5867,0.5851,0.03143811037003955,-0.0016000000000000458,0.5788,0.07380264079288759,-0.007900000000000018,53-1043
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",0.5855,0.5825,0.061236158838478175,-0.0030000000000000027,0.5825,0.061236158838478175,-0.0030000000000000027,25-2022
43-5031.00,Public Safety Telecommunicators,0.585,0.5592,0.09823232763971664,-0.025799999999999934,0.5047,0.23809436139304294,-0.08029999999999993,43-5031
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.5845,0.5641,0.1314661435128392,-0.020399999999999974,0.5641,0.1314661435128392,-0.020399999999999974,17-3023
51-1011.00,First-Line Supervisors of Production and Operating Workers,0.5843,0.571,0.10197533295539829,-0.01330000000000009,0.571,0.10197533295539829,-0.01330000000000009,51-1011
11-9081.00,Lodging Managers,0.5832,0.5791,0.04084777438761415,-0.0041000000000001036,0.5791,0.04084777438761415,-0.0041000000000001036,11-9081
19-4092.00,Forensic Science Technicians,0.5814,0.5774,0.03947346658324877,-0.0040000000000000036,0.5691,0.08682050373382763,-0.012299999999999978,19-4092
19-4044.00,Hydrologic Technicians,0.5812,0.5688,0.1875,-0.012400000000000078,0.5688,0.1875,-0.012400000000000078,19-4044
29-1127.00,Speech-Language Pathologists,0.5807,0.5807,0.0,0.0,0.5697,0.054619798171102046,-0.01100000000000001,29-1127
25-9044.00,"Teaching Assistants, Postsecondary",0.5804,0.5804,0.0,0.0,0.5804,0.0,0.0,25-9044
25-2021.00,"Elementary School Teachers, Except Special Education",0.5779,0.5738,0.08183897795980237,-0.0040999999999999925,0.5738,0.08183897795980237,-0.0040999999999999925,25-2021
11-3013.00,Facilities Managers,0.5778,0.5778,0.0,0.0,0.5778,0.0,0.0,11-3013
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.577,0.5748,0.04422493293704135,-0.0021999999999999797,0.5748,0.04422493293704135,-0.0021999999999999797,53-1042
47-1011.03,Solar Energy Installation Managers,0.576,0.576,0.0,0.0,0.576,0.0,0.0,47-1011
27-2012.04,Talent Directors,0.5754,0.5754,0.0,0.0,0.5754,0.0,0.0,27-2012
41-9011.00,Demonstrators and Product Promoters,0.5743,0.5577,0.2178743678428854,-0.01660000000000006,0.5577,0.2178743678428854,-0.01660000000000006,41-9011
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,0.573,0.5687,0.08603284557204939,-0.0042999999999999705,0.5687,0.08603284557204939,-0.0042999999999999705,35-1012
25-2056.00,"Special Education Teachers, Elementary School",0.5727,0.5692,0.06951289651621412,-0.0034999999999999476,0.5692,0.06951289651621412,-0.0034999999999999476,25-2056
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.5723,0.5723,0.0,0.0,0.5723,0.0,0.0,21-1012
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,0.5719,0.5449,0.13038891907618028,-0.026999999999999913,0.5449,0.13038891907618028,-0.026999999999999913,43-4181
19-1022.00,Microbiologists,0.5715,0.5616,0.09911285786786476,-0.00990000000000002,0.5453,0.1805789844939769,-0.0262,19-1022
29-1224.00,Radiologists,0.5707,0.5598,0.022820700675839613,-0.01090000000000002,0.5358,0.07089557983718678,-0.03489999999999993,29-1224
39-3091.00,Amusement and Recreation Attendants,0.5704,0.5672,0.06437695822346327,-0.0031999999999999806,0.5672,0.06437695822346327,-0.0031999999999999806,39-3091
17-3025.00,Environmental Engineering Technologists and Technicians,0.5703,0.5296,0.23707885030725126,-0.04070000000000007,0.5296,0.23707885030725126,-0.04070000000000007,17-3025
29-2052.00,Pharmacy Technicians,0.5678,0.535,0.2549557580393036,-0.03279999999999994,0.535,0.2549557580393036,-0.03279999999999994,29-2052
17-3027.01,Automotive Engineering Technicians,0.5673,0.5642,0.06123157735099674,-0.0030999999999999917,0.5545,0.12583089145629828,-0.012800000000000034,17-3027
13-1041.04,Government Property Inspectors and Investigators,0.5661,0.5661,0.0,0.0,0.5661,0.0,0.0,13-1041
19-3039.03,Clinical Neuropsychologists,0.565,0.565,0.0,0.0,0.565,0.0,0.0,19-3039
45-2011.00,Agricultural Inspectors,0.5636,0.5486,0.12834075782567655,-0.015000000000000013,0.5486,0.12834075782567655,-0.015000000000000013,45-2011
25-4022.00,Librarians and Media Collections Specialists,0.5636,0.5621,0.030542554626667356,-0.0014999999999999458,0.5534,0.05540602451312085,-0.010199999999999987,25-4022
43-5051.00,Postal Service Clerks,0.5631,0.5563,0.13634873577404266,-0.006800000000000028,0.5563,0.13634873577404266,-0.006800000000000028,43-5051
33-3031.00,Fish and Game Wardens,0.5631,0.5299,0.12203993625153095,-0.03320000000000001,0.5299,0.12203993625153095,-0.03320000000000001,33-3031
29-1129.01,Art Therapists,0.5602,0.5446,0.04451646840842055,-0.015600000000000058,0.5393,0.07141377059970375,-0.02090000000000003,29-1129
29-1141.04,Clinical Nurse Specialists,0.5593,0.5593,0.0,0.0,0.5593,0.0,0.0,29-1141
19-3033.00,Clinical and Counseling Psychologists,0.5593,0.5593,0.0,0.0,0.5593,0.0,0.0,19-3033
29-2051.00,Dietetic Technicians,0.5592,0.5592,0.0,0.0,0.5592,0.0,0.0,29-2051
43-5071.00,"Shipping, Receiving, and Inventory Clerks",0.5591,0.5121,0.2773218074981698,-0.04700000000000004,0.5121,0.2773218074981698,-0.04700000000000004,43-5071
21-1015.00,Rehabilitation Counselors,0.5591,0.5591,0.0,0.0,0.5591,0.0,0.0,21-1015
21-2011.00,Clergy,0.5582,0.5582,0.0,0.0,0.5582,0.0,0.0,21-2011
35-1011.00,Chefs and Head Cooks,0.5573,0.5549,0.04674098255085898,-0.0024000000000000687,0.5549,0.04674098255085898,-0.0024000000000000687,35-1011
53-6051.00,Transportation Inspectors,0.555,0.555,0.0,0.0,0.555,0.0,0.0,53-6051
43-2011.00,"Switchboard Operators, Including Answering Service",0.554,0.5477,0.041779070733401195,-0.006300000000000083,0.4428,0.31090677460162003,-0.11120000000000002,43-2011
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,0.5535,0.5535,0.0,0.0,0.4165,0.2610104750062122,-0.137,33-9031
29-1123.00,Physical Therapists,0.5532,0.5384,0.06405894221244048,-0.014800000000000035,0.5334,0.10396241142312315,-0.01980000000000004,29-1123
33-3051.04,Customs and Border Protection Officers,0.5529,0.5048,0.21676452014555164,-0.04809999999999992,0.5048,0.21676452014555164,-0.04809999999999992,33-3051
33-1012.00,First-Line Supervisors of Police and Detectives,0.5516,0.5439,0.05094516936841546,-0.007699999999999929,0.5439,0.05094516936841546,-0.007699999999999929,33-1012
25-2012.00,"Kindergarten Teachers, Except Special Education",0.5507,0.5466,0.08364028719878817,-0.0040999999999999925,0.5466,0.08364028719878817,-0.0040999999999999925,25-2012
47-4011.00,Construction and Building Inspectors,0.5503,0.5503,0.0,0.0,0.5503,0.0,0.0,47-4011
39-9032.00,Recreation Workers,0.5499,0.5296,0.12093252325027178,-0.020300000000000096,0.5296,0.12093252325027178,-0.020300000000000096,39-9032
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.5487,0.5454,0.04306852695993618,-0.0032999999999999696,0.5454,0.04306852695993618,-0.0032999999999999696,49-1011
25-2051.00,"Special Education Teachers, Preschool",0.5452,0.541,0.08508748369901345,-0.0041999999999999815,0.541,0.08508748369901345,-0.0041999999999999815,25-2051
29-1011.00,Chiropractors,0.5449,0.5449,0.0,0.0,0.5449,0.0,0.0,29-1011
21-1021.00,"Child, Family, and School Social Workers",0.5427,0.5427,0.0,0.0,0.5427,0.0,0.0,21-1021
31-9095.00,Pharmacy Aides,0.5426,0.5263,0.26635236414352925,-0.01629999999999998,0.5263,0.26635236414352925,-0.01629999999999998,31-9095
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.5423,0.5423,0.0,0.0,0.5423,0.0,0.0,29-1122
31-9099.01,Speech-Language Pathology Assistants,0.5414,0.4671,0.12060343197422313,-0.07429999999999998,0.4671,0.12060343197422313,-0.07429999999999998,31-9099
33-3041.00,Parking Enforcement Workers,0.541,0.5161,0.09732840421949547,-0.024900000000000033,0.5161,0.09732840421949547,-0.024900000000000033,33-3041
39-1013.00,First-Line Supervisors of Gambling Services Workers,0.5407,0.5261,0.06997811668416554,-0.014599999999999946,0.5261,0.06997811668416554,-0.014599999999999946,39-1013
